Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
2018-07;Transilien;N;Paris Montparnasse;79.0;3.8
2018-07;Transilien;U;La Verrière - La Défense;85.3;5.8
2018-08;Transilien;H;Paris Nord Ouest;96.7;29.3
2018-09;RER;C;RER C;90.0;9.0
2018-09;Transilien;H;Paris Nord Ouest;95.9;23.4
2018-09;Transilien;J;Paris Saint-Lazare Nord;87.8;7.2
2018-09;Transilien;R;Paris Sud Est;87.7;7.1
2018-09;Transilien;U;La Verrière - La Défense;93.6;14.6
2018-10;RER;C;RER C;90.4;9.4
2018-10;Transilien;U;La Verrière - La Défense;95.0;19.0
2018-11;RER;D;RER D;77.4;3.4
2018-11;RER;E;RER E;93.4;14.2
2018-11;Transilien;K;Paris Nord Crépy;87.2;6.8
2018-12;RER;C;RER C;87.3;6.9
2019-01;RER;A;RER A;85.0;5.7
2019-01;Transilien;H;Paris Nord Ouest;94.1;15.9
2019-01;Transilien;L;Paris Saint-Lazare Sud;91.7;11.0
2019-02;Transilien;K;Paris Nord Crépy;94.867;18.5
2019-03;RER;A;RER A;88.3;7.5
2019-03;Transilien;H;Paris Nord Ouest;96.317;26.2
2019-03;Transilien;P;Paris Est;90.751;9.8
2019-04;Transilien;J;Paris Saint-Lazare Nord;91.837;11.3
2019-04;Transilien;K;Paris Nord Crépy;96.654;28.9
2019-04;Transilien;L;Paris Saint-Lazare Sud;93.565;14.5
2019-04;Transilien;R;Paris Sud Est;88.984;8.1
2019-05;RER;C;RER C;90.955;10.1
2019-05;RER;E;RER E;95.911;23.5
2019-05;Transilien;H;Paris Nord Ouest;92.613;12.5
2019-05;Transilien;P;Paris Est;91.624;10.9
2019-06;Transilien;K;Paris Nord Crépy;92.505;12.3
2019-06;Transilien;L;Paris Saint-Lazare Sud;92.117;11.7
2019-06;Transilien;P;Paris Est;86.779;6.6
2019-07;RER;A;RER A;84.462;5.4
2019-07;Transilien;J;Paris Saint-Lazare Nord;90.894;10.0
2019-07;Transilien;P;Paris Est;82.731;4.8
2019-08;RER;B;RER B;91.252;10.4
2019-08;RER;D;RER D;88.681;7.8
2019-08;Transilien;H;Paris Nord Ouest;95.009;19.0
2019-08;Transilien;K;Paris Nord Crépy;95.431;20.9
2019-08;Transilien;U;La Verrière - La Défense;96.816;30.4
2019-09;RER;E;RER E;90.13;9.1
2019-09;Transilien;L;Paris Saint-Lazare Sud;93.834;15.2
2019-09;Transilien;U;La Verrière - La Défense;95.86;23.2
2019-10;Transilien;H;Paris Nord Ouest;90.329;9.3
2019-11;RER;E;RER E;91.331;10.5
2019-11;Transilien;N;Paris Montparnasse;91.196;10.4
2020-03;RER;A;RER A;89.859;8.861
2020-03;RER;C;RER C;93.441;14.246
2020-06;Transilien;H;Paris Nord Ouest;92.918;13.119
2020-06;Transilien;R;Paris Sud Est;88.994;8.086
2020-08;RER;E;RER E;91.532;10.809
2020-08;Transilien;K;Paris Nord Crépy;76.914;3.332
2020-09;RER;A;RER A;87.412;6.944
2020-09;RER;B;RER B;83.409;5.027
2020-09;Transilien;J;Paris Saint-Lazare Nord;91.481;10.738
2020-09;Transilien;K;Paris Nord Crépy;93.599;14.622
2020-09;Transilien;P;Paris Est;92.999;13.283
2020-10;RER;E;RER E;92.796;12.882
2020-11;RER;D;RER D;89.029;8.115
2020-11;Transilien;L;Paris Saint-Lazare Sud;96.193;25.268
2020-11;Transilien;N;Paris Montparnasse;90.56;9.593
2020-12;RER;E;RER E;93.577;14.569
2021-01;RER;A;RER A;83.676;5.126
2021-01;Transilien;P;Paris Est;91.682;11.023
2021-02;RER;E;RER E;94.078;15.887
2021-02;Transilien;J;Paris Saint-Lazare Nord;87.613;7.073
2021-02;Transilien;R;Paris Sud Est;85.204;5.759
2021-03;RER;D;RER D;90.802;9.872
2021-04;RER;D;RER D;91.856;11.28
2021-04;Transilien;J;Paris Saint-Lazare Nord;95.641;21.943
2021-04;Transilien;N;Paris Montparnasse;93.668;14.793
2021-05;Transilien;J;Paris Saint-Lazare Nord;96.101;24.65
2021-05;Transilien;K;Paris Nord Crépy;95.799;22.803
2021-05;Transilien;R;Paris Sud Est;88.801;7.929
2021-06;RER;B;RER B;82.345;4.664
2021-06;Transilien;R;Paris Sud Est;89.928;8.928
2021-06;Transilien;U;La Verrière - La Défense;95.997;23.983
2021-08;RER;B;RER B;75.721;3.119
2021-08;Transilien;L;Paris Saint-Lazare Sud;96.82;30.449
2021-09;RER;E;RER E;93.969;15.581
2021-09;Transilien;L;Paris Saint-Lazare Sud;92.786;12.862
2021-10;Transilien;J;Paris Saint-Lazare Nord;91.842;11.258
2021-10;Transilien;K;Paris Nord Crépy;83.724;5.144
2021-10;Transilien;N;Paris Montparnasse;92.358;12.086
2021-11;Transilien;H;Paris Nord Ouest;96.376;26.592
2021-11;Transilien;L;Paris Saint-Lazare Sud;92.772;12.834
2021-12;Transilien;N;Paris Montparnasse;95.717;22.347
2021-12;Transilien;R;Paris Sud Est;89.154;8.22
2022-01;RER;B;RER B;86.505;6.41
2022-01;RER;D;RER D;90.743;9.803
2022-01;Transilien;N;Paris Montparnasse;95.024;19.095
2022-02;RER;C;RER C;91.612;10.922
2022-02;Transilien;L;Paris Saint-Lazare Sud;95.748;22.517
2022-03;RER;D;RER D;87.736;7.154
2022-04;RER;B;RER B;84.022;5.259
2022-04;Transilien;K;Paris Nord Crépy;93.744;14.986
2022-04;Transilien;R;Paris Sud Est;90.926;10.02
2022-05;Transilien;K;Paris Nord Crépy;95.836;23.017
2022-05;Transilien;P;Paris Est;90.255;9.262
2022-06;RER;D;RER D;87.501;7.001
2022-06;Transilien;K;Paris Nord Crépy;97.112;33.632
2022-07;RER;C;RER C;84.383;5.403
2022-07;RER;D;RER D;82.278;4.643
2022-07;Transilien;L;Paris Saint-Lazare Sud;93.754;15.01
2022-07;Transilien;P;Paris Est;86.414;6.361
2022-08;Transilien;N;Paris Montparnasse;96.596;28.377
2022-08;Transilien;P;Paris Est;90.149;9.151
2022-08;Transilien;R;Paris Sud Est;91.56;10.849
2022-08;Transilien;U;La Verrière - La Défense;63.27;1.723
2022-09;Transilien;J;Paris Saint-Lazare Nord;92.18;11.788
2022-09;Transilien;L;Paris Saint-Lazare Sud;93.865;15.3
2022-10;Transilien;J;Paris Saint-Lazare Nord;92.651;12.607
2022-11;RER;C;RER C;85.318;5.811
2022-12;Transilien;H;Paris Nord Ouest;93.585;14.589
2022-12;Transilien;L;Paris Saint-Lazare Sud;91.848;11.267
2022-12;Transilien;R;Paris Sud Est;88.462;7.667
2023-02;RER;A;RER A;87.681;7.118
2023-02;RER;D;RER D;85.049;5.689
2023-02;Transilien;J;Paris Saint-Lazare Nord;93.921;15.451
2023-03;RER;E;RER E;91.13;10.274
2023-03;Transilien;J;Paris Saint-Lazare Nord;95.832;22.993
2023-04;Transilien;H;Paris Nord Ouest;96.684;29.157
2023-04;Transilien;P;Paris Est;93.245;13.804
2023-04;Transilien;R;Paris Sud Est;87.992;7.328
2023-05;RER;B;RER B;80.188;4.048
2023-05;RER;C;RER C;87.505;7.003
2023-05;Transilien;K;Paris Nord Crépy;91.858;11.283
2023-05;Transilien;L;Paris Saint-Lazare Sud;91.841;11.257
2023-06;Transilien;J;Paris Saint-Lazare Nord;91.712;11.065
2023-06;Transilien;L;Paris Saint-Lazare Sud;91.406;10.636
2023-06;Transilien;N;Paris Montparnasse;95.281;20.189
2023-07;Transilien;P;Paris Est;90.238;9.244
2023-07;Transilien;R;Paris Sud Est;91.029;10.148
2023-07;Transilien;U;La Verrière - La Défense;97.996;48.912
2023-08;Transilien;R;Paris Sud Est;93.701;14.876
2023-10;RER;B;RER B;83.37;5.013
2023-10;Transilien;N;Paris Montparnasse;91.163;10.316
2023-10;Transilien;R;Paris Sud Est;84.992;5.663
2023-11;Transilien;N;Paris Montparnasse;82.58;4.74
2023-11;Transilien;U;La Verrière - La Défense;87.067;6.732
2024-01;Transilien;J;Paris Saint-Lazare Nord;90.569;9.603
2024-01;Transilien;K;Paris Nord Crépy;95.823;22.938
2024-01;Transilien;P;Paris Est;87.001;6.693
2024-01;Transilien;R;Paris Sud Est;88.579;7.756
2024-02;RER;B;RER B;84.131;5.301
2024-02;RER;D;RER D;88.045;7.365
2024-02;Transilien;J;Paris Saint-Lazare Nord;94.151;16.096
2024-02;Transilien;L;Paris Saint-Lazare Sud;94.872;18.502
2024-02;Transilien;N;Paris Montparnasse;95.359;20.548
2024-03;RER;C;RER C;86.236;6.265
2024-03;Transilien;J;Paris Saint-Lazare Nord;93.804;15.14
2024-03;Transilien;R;Paris Sud Est;88.854;7.972
2024-03;Transilien;U;La Verrière - La Défense;93.141;13.579
2024-04;RER;E;RER E;92.01;11.516
2024-04;Transilien;H;Paris Nord Ouest;95.607;21.765
2024-04;Transilien;J;Paris Saint-Lazare Nord;94.091;15.924
2024-04;Transilien;N;Paris Montparnasse;95.178;19.738
2024-05;RER;A;RER A;86.707;6.523
2024-05;Transilien;R;Paris Sud Est;91.476;10.731
2024-06;Transilien;P;Paris Est;91.702;11.052
2024-08;Transilien;R;Paris Sud Est;95.906;23.426
2024-10;Transilien;H;Paris Nord Ouest;93.765;15.04
2024-10;Transilien;J;Paris Saint-Lazare Nord;92.743;12.779
2024-10;Transilien;L;Paris Saint-Lazare Sud;95.098;19.4
2024-11;RER;B;RER B;84.295;5.368
2024-11;Transilien;L;Paris Saint-Lazare Sud;94.984;18.936
2024-11;Transilien;N;Paris Montparnasse;91.602;10.908
2024-12;RER;A;RER A;87.565;7.042
2024-12;Transilien;U;La Verrière - La Défense;93.943;15.51
2025-01;Transilien;N;Paris Montparnasse;92.669;12.64
2025-02;RER;D;RER D;84.875;5.612
2025-02;RER;E;RER E;85.527;5.909
2025-02;Transilien;H;Paris Nord Ouest;95.762;22.594
2025-02;Transilien;U;La Verrière - La Défense;91.865;11.293
2025-03;RER;A;RER A;89.079;8.156
2025-03;RER;B;RER B;86.785;6.567
2025-03;RER;E;RER E;91.252;10.431
2025-03;Transilien;U;La Verrière - La Défense;95.155;19.639
2025-04;RER;A;RER A;89.554;8.573
2025-04;Transilien;J;Paris Saint-Lazare Nord;93.479;14.336
2025-05;RER;E;RER E;89.882;8.884
2025-05;Transilien;H;Paris Nord Ouest;95.914;23.475
2025-05;Transilien;R;Paris Sud Est;92.948;13.18
2025-06;RER;D;RER D;85.159;5.738
2025-06;Transilien;L;Paris Saint-Lazare Sud;92.65;12.605
2025-06;Transilien;R;Paris Sud Est;86.948;6.661
2025-07;Transilien;P;Paris Est;92.285;11.962
2025-08;RER;C;RER C;94.794;18.208
2025-08;RER;D;RER D;90.133;9.135
2025-08;Transilien;K;Paris Nord Crépy;92.728;12.751
2025-08;Transilien;L;Paris Saint-Lazare Sud;95.494;21.193
2025-08;Transilien;P;Paris Est;94.377;16.785
2025-09;Transilien;L;Paris Saint-Lazare Sud;94.029;15.747
2025-10;Transilien;J;Paris Saint-Lazare Nord;95.503;21.236
2025-10;Transilien;K;Paris Nord Crépy;91.123;10.265
2025-10;Transilien;U;La Verrière - La Défense;91.702;11.051
2025-11;Transilien;N;Paris Montparnasse;95.391;20.695
2025-12;Transilien;L;Paris Saint-Lazare Sud;95.101;19.412
2026-01;RER;A;RER A;84.136;5.304
2026-01;RER;B;RER B;84.72;5.545
2026-01;RER;E;RER E;86.481;6.397
2026-02;Transilien;H;Paris Nord Ouest;95.652;22.001
2026-02;Transilien;P;Paris Est;91.106;10.243
2026-03;RER;B;RER B;89.52;8.542
2026-03;RER;E;RER E;90.661;9.707
2026-03;Transilien;L;Paris Saint-Lazare Sud;93.873;15.321
2026-03;Transilien;P;Paris Est;90.413;9.43
2013-01;RER;B;RER B;80.1;4.0
2013-01;RER;C;RER C;91.9;11.3
2013-01;RER;E;RER E;93.3;13.9
2013-01;Transilien;L;Paris Saint-Lazare Sud;84.0;5.3
2013-01;Transilien;N;Paris Montparnasse;94.7;17.9
2013-02;Transilien;H;Paris Nord Ouest;92.7;12.7
2013-03;RER;B;RER B;82.7;4.8
2013-03;RER;D;RER D;80.0;4.0
2013-03;RER;E;RER E;92.9;13.1
2013-03;Transilien;L;Paris Saint-Lazare Sud;81.8;4.5
2013-03;Transilien;R;Paris Sud Est;89.2;8.3
2013-03;Transilien;U;La Verrière - La Défense;89.2;8.3
2013-04;RER;D;RER D;82.9;4.8
2013-04;Transilien;J;Paris Saint-Lazare Nord;85.0;5.7
2013-05;RER;B;RER B;84.0;5.3
2013-05;Transilien;P;Paris Est;90.4;9.4
2013-05;Transilien;U;La Verrière - La Défense;95.3;20.3
2013-06;Transilien;L;Paris Saint-Lazare Sud;82.3;4.6
2013-06;Transilien;R;Paris Sud Est;89.5;8.5
2013-07;RER;C;RER C;90.8;9.9
2013-07;RER;E;RER E;94.0;15.7
2013-07;Transilien;H;Paris Nord Ouest;94.4;16.9
2013-07;Transilien;R;Paris Sud Est;88.5;7.7
2013-08;RER;D;RER D;90.4;9.4
2013-09;RER;D;RER D;83.1;4.9
2013-09;RER;E;RER E;96.8;30.3
2013-09;Transilien;K;Paris Nord Crépy;86.0;6.1
2013-10;RER;D;RER D;79.6;3.9
2013-10;Transilien;K;Paris Nord Crépy;81.2;4.3
2013-10;Transilien;L;Paris Saint-Lazare Sud;82.0;4.6
2013-10;Transilien;R;Paris Sud Est;89.4;8.4
2013-10;Transilien;U;La Verrière - La Défense;91.6;10.9
2013-11;Transilien;N;Paris Montparnasse;88.1;7.4
2013-11;Transilien;U;La Verrière - La Défense;88.4;7.6
2013-12;Transilien;R;Paris Sud Est;90.2;9.2
2013-12;Transilien;U;La Verrière - La Défense;90.6;9.6
2014-01;RER;B;RER B;81.3;4.3
2014-03;RER;A;RER A;83.3;5.0
2014-03;RER;E;RER E;94.4;16.9
2014-03;Transilien;L;Paris Saint-Lazare Sud;88.2;7.5
2014-04;RER;D;RER D;88.5;7.7
2014-04;Transilien;K;Paris Nord Crépy;87.0;6.7
2014-04;Transilien;P;Paris Est;87.9;7.3
2014-05;Transilien;H;Paris Nord Ouest;96.9;31.3
2014-05;Transilien;L;Paris Saint-Lazare Sud;88.8;7.9
2014-06;RER;D;RER D;85.2;5.8
2014-07;Transilien;N;Paris Montparnasse;94.2;16.2
2014-08;RER;A;RER A;81.2;4.3
2014-08;RER;C;RER C;93.9;15.4
2014-08;RER;E;RER E;96.0;24.0
2014-08;Transilien;N;Paris Montparnasse;94.0;15.7
2014-09;RER;B;RER B;87.4;6.9
2014-09;RER;E;RER E;96.0;24.0
2014-09;Transilien;H;Paris Nord Ouest;96.3;26.0
2014-09;Transilien;J;Paris Saint-Lazare Nord;84.6;5.5
2014-09;Transilien;L;Paris Saint-Lazare Sud;85.7;6.0
2014-10;Transilien;H;Paris Nord Ouest;93.7;14.9
2014-10;Transilien;P;Paris Est;90.7;9.8
2014-11;RER;A;RER A;69.8;2.3
2014-11;RER;D;RER D;84.779;5.6
2014-11;Transilien;H;Paris Nord Ouest;94.748;18.0
2015-01;Transilien;L;Paris Saint-Lazare Sud;82.137;4.6
2015-03;Transilien;K;Paris Nord Crépy;88.119;7.4
2015-03;Transilien;U;La Verrière - La Défense;95.922;23.5
2015-05;RER;C;RER C;91.445;10.7
2015-06;Transilien;H;Paris Nord Ouest;92.322;12.0
2015-06;Transilien;U;La Verrière - La Défense;93.659;14.8
2015-07;RER;A;RER A;73.1;2.7
2015-07;RER;B;RER B;90.9;10.0
2015-07;Transilien;U;La Verrière - La Défense;92.3;12.0
2015-08;Transilien;N;Paris Montparnasse;96.3;26.0
2015-08;Transilien;R;Paris Sud Est;91.2;10.4
2015-09;Transilien;L;Paris Saint-Lazare Sud;84.187;5.3
2015-10;RER;A;RER A;65.83;1.9
2015-10;RER;B;RER B;89.983;9.0
2015-10;RER;E;RER E;94.987;18.9
2015-10;Transilien;L;Paris Saint-Lazare Sud;82.69;4.8
2015-10;Transilien;R;Paris Sud Est;85.045;5.7
2015-11;Transilien;J;Paris Saint-Lazare Nord;88.3;7.5
2015-11;Transilien;K;Paris Nord Crépy;85.0;5.7
2015-12;RER;A;RER A;70.158;2.4
2015-12;RER;B;RER B;87.995;7.3
2015-12;RER;D;RER D;88.5;7.7
2015-12;Transilien;P;Paris Est;92.5;12.3
2015-12;Transilien;R;Paris Sud Est;86.9;6.6
2015-12;Transilien;U;La Verrière - La Défense;92.9;13.1
2016-01;RER;A;RER A;69.1;2.2
2016-01;RER;C;RER C;89.9;8.9
2016-01;Transilien;J;Paris Saint-Lazare Nord;91.6;10.9
2016-02;Transilien;J;Paris Saint-Lazare Nord;91.5;10.8
2016-02;Transilien;U;La Verrière - La Défense;96.8;30.3
2016-03;Transilien;R;Paris Sud Est;90.8;9.9
2016-04;RER;D;RER D;89.2;8.3
2016-05;RER;E;RER E;91.0;10.1
2016-05;Transilien;P;Paris Est;88.0;7.3
2016-06;RER;D;RER D;83.0;4.9
2016-07;RER;B;RER B;87.8;7.2
2016-07;RER;E;RER E;89.9;8.9
2016-07;Transilien;J;Paris Saint-Lazare Nord;87.2;6.8
2016-07;Transilien;L;Paris Saint-Lazare Sud;87.6;7.1
2016-08;Transilien;H;Paris Nord Ouest;95.1;19.4
2016-09;RER;A;RER A;70.9;2.4
2016-10;RER;D;RER D;84.9;5.6
2016-10;Transilien;R;Paris Sud Est;83.1;4.9
2016-11;RER;A;RER A;65.9;1.9
2016-11;Transilien;J;Paris Saint-Lazare Nord;86.4;6.4
2017-01;RER;A;RER A;68.25;2.1
2017-01;RER;E;RER E;92.3;12.0
2017-01;Transilien;N;Paris Montparnasse;86.6;6.5
2017-02;RER;B;RER B;89.8;8.8
2017-02;RER;D;RER D;87.0;6.7
2017-02;Transilien;P;Paris Est;91.8;11.2
2017-03;RER;B;RER B;83.8;5.2
2017-03;RER;C;RER C;89.5;8.5
2017-03;Transilien;R;Paris Sud Est;86.3;6.3
2017-04;RER;C;RER C;85.9;6.1
2017-04;Transilien;U;La Verrière - La Défense;94.8;18.2
2017-05;RER;B;RER B;82.258;4.6
2017-05;RER;C;RER C;86.672;6.5
2017-05;Transilien;K;Paris Nord Crépy;87.682;7.1
2017-05;Transilien;U;La Verrière - La Défense;89.266;8.3
2017-06;Transilien;K;Paris Nord Crépy;95.264;20.1
2017-06;Transilien;R;Paris Sud Est;76.235;3.2
2017-07;RER;A;RER A;70.835;2.4
2017-07;Transilien;N;Paris Montparnasse;88.009;7.3
2017-08;RER;A;RER A;88.09;7.4
2017-08;Transilien;H;Paris Nord Ouest;97.6;40.7
2017-09;RER;E;RER E;95.0;19.0
2017-09;Transilien;H;Paris Nord Ouest;96.6;28.4
2017-10;RER;A;RER A;69.9;2.3
2017-10;RER;C;RER C;89.4;8.4
2017-11;Transilien;K;Paris Nord Crépy;90.3;9.3
2017-12;Transilien;U;La Verrière - La Défense;91.4;10.6
2018-01;RER;A;RER A;79.6;3.9
2018-01;RER;B;RER B;88.5;7.7
2018-01;Transilien;L;Paris Saint-Lazare Sud;89.8;8.8
2018-02;Transilien;H;Paris Nord Ouest;90.3;9.3
2018-03;RER;C;RER C;90.5;9.5
2018-03;Transilien;L;Paris Saint-Lazare Sud;89.8;8.8
2018-03;Transilien;R;Paris Sud Est;86.0;6.1
2018-04;RER;B;RER B;87.4;6.9
2018-04;Transilien;L;Paris Saint-Lazare Sud;96.1;24.6
2018-04;Transilien;P;Paris Est;95.3;20.3
2018-05;RER;A;RER A;82.2;4.6
2018-05;RER;D;RER D;85.4;5.8
2018-05;Transilien;K;Paris Nord Crépy;83.1;4.9
2018-05;Transilien;R;Paris Sud Est;85.9;6.1
2018-05;Transilien;U;La Verrière - La Défense;94.4;16.9
2018-06;RER;D;RER D;84.4;5.4
2018-06;Transilien;L;Paris Saint-Lazare Sud;89.9;8.9
2018-06;Transilien;P;Paris Est;82.8;4.8
2018-07;Transilien;K;Paris Nord Crépy;90.2;9.2
2018-08;RER;E;RER E;94.7;17.9
2018-08;Transilien;J;Paris Saint-Lazare Nord;93.3;13.9
2018-09;RER;B;RER B;87.0;6.7
2018-09;Transilien;N;Paris Montparnasse;91.1;10.2
2018-10;RER;D;RER D;83.5;5.1
2018-10;Transilien;K;Paris Nord Crépy;88.2;7.5
2018-10;Transilien;L;Paris Saint-Lazare Sud;91.6;10.9
2018-10;Transilien;R;Paris Sud Est;90.0;9.0
2018-11;Transilien;J;Paris Saint-Lazare Nord;88.6;7.8
2018-12;RER;B;RER B;85.6;5.9
2019-01;RER;B;RER B;83.9;5.2
2019-01;RER;E;RER E;92.0;11.5
2019-01;Transilien;R;Paris Sud Est;80.2;4.1
2019-02;RER;C;RER C;85.672;6.0
2019-02;Transilien;J;Paris Saint-Lazare Nord;91.762;11.1
2019-02;Transilien;N;Paris Montparnasse;92.878;13.0
2019-03;Transilien;J;Paris Saint-Lazare Nord;91.707;11.1
2019-03;Transilien;L;Paris Saint-Lazare Sud;93.823;15.2
2019-03;Transilien;N;Paris Montparnasse;93.055;13.4
2019-03;Transilien;R;Paris Sud Est;88.651;7.8
2019-04;RER;C;RER C;90.907;10.0
2019-04;RER;E;RER E;90.883;10.0
2019-04;Transilien;H;Paris Nord Ouest;96.27;25.8
2019-04;Transilien;N;Paris Montparnasse;94.439;17.0
2019-05;RER;A;RER A;88.536;7.7
2019-05;Transilien;J;Paris Saint-Lazare Nord;91.964;11.4
2019-05;Transilien;L;Paris Saint-Lazare Sud;91.796;11.2
2019-05;Transilien;R;Paris Sud Est;91.536;10.8
2019-06;RER;A;RER A;86.691;6.5
2019-06;Transilien;J;Paris Saint-Lazare Nord;86.187;6.2
2019-06;Transilien;N;Paris Montparnasse;92.417;12.2
2019-07;RER;E;RER E;91.031;10.1
2019-07;Transilien;K;Paris Nord Crépy;93.187;13.7
2019-08;RER;A;RER A;94.061;15.8
2019-08;Transilien;P;Paris Est;91.514;10.8
2019-09;RER;B;RER B;82.206;4.6
2019-09;Transilien;H;Paris Nord Ouest;96.494;27.5
2019-10;RER;B;RER B;76.488;3.3
2019-10;Transilien;L;Paris Saint-Lazare Sud;89.837;8.8
2019-10;Transilien;R;Paris Sud Est;81.091;4.3
2019-11;Transilien;R;Paris Sud Est;86.259;6.3
2020-02;RER;B;RER B;80.025;4.006
2020-02;RER;D;RER D;84.304;5.371
2020-02;Transilien;H;Paris Nord Ouest;90.557;9.59
2020-02;Transilien;N;Paris Montparnasse;92.126;11.699
2020-03;Transilien;K;Paris Nord Crépy;91.071;10.2
2020-03;Transilien;L;Paris Saint-Lazare Sud;94.21;16.271
2020-03;Transilien;N;Paris Montparnasse;95.275;20.163
2020-03;Transilien;U;La Verrière - La Défense;99.411;168.685
2020-06;RER;A;RER A;83.835;5.186
2020-06;RER;D;RER D;90.639;9.683
2020-06;Transilien;K;Paris Nord Crépy;92.545;12.414
2020-06;Transilien;L;Paris Saint-Lazare Sud;93.307;13.94
2020-06;Transilien;P;Paris Est;92.538;12.401
2020-06;Transilien;U;La Verrière - La Défense;95.482;21.132
2020-07;RER;D;RER D;88.805;7.932
2020-07;Transilien;N;Paris Montparnasse;94.142;16.072
2020-07;Transilien;P;Paris Est;90.454;9.475
2020-08;RER;A;RER A;85.83;6.057
2020-08;RER;B;RER B;76.672;3.287
2020-08;Transilien;H;Paris Nord Ouest;90.715;9.77
2020-08;Transilien;L;Paris Saint-Lazare Sud;95.972;23.829
2020-09;RER;C;RER C;91.069;10.197
2020-09;Transilien;H;Paris Nord Ouest;94.268;16.445
2020-10;RER;A;RER A;82.491;4.711
2020-10;RER;D;RER D;86.782;6.565
2020-10;Transilien;J;Paris Saint-Lazare Nord;89.471;8.497
2020-11;Transilien;J;Paris Saint-Lazare Nord;92.976;13.238
2020-11;Transilien;K;Paris Nord Crépy;94.156;16.11
2020-11;Transilien;U;La Verrière - La Défense;95.831;22.986
2020-12;Transilien;K;Paris Nord Crépy;94.445;17.001
2020-12;Transilien;L;Paris Saint-Lazare Sud;93.937;15.493
2020-12;Transilien;U;La Verrière - La Défense;96.436;27.056
2021-01;RER;B;RER B;85.704;5.995
2021-01;RER;C;RER C;90.068;9.068
2021-01;RER;D;RER D;85.923;6.104
2021-01;Transilien;J;Paris Saint-Lazare Nord;92.064;11.6
2021-01;Transilien;K;Paris Nord Crépy;94.747;18.036
2021-01;Transilien;N;Paris Montparnasse;94.618;17.58
2021-02;RER;B;RER B;83.125;4.926
2021-02;RER;D;RER D;85.731;6.008
2021-03;Transilien;N;Paris Montparnasse;92.696;12.691
2021-03;Transilien;P;Paris Est;92.286;11.963
2021-04;Transilien;H;Paris Nord Ouest;96.213;25.403
2021-04;Transilien;K;Paris Nord Crépy;93.628;14.695
2021-04;Transilien;L;Paris Saint-Lazare Sud;97.407;37.565
2021-05;RER;A;RER A;93.766;15.041
2021-05;Transilien;L;Paris Saint-Lazare Sud;97.506;39.092
2021-06;RER;A;RER A;90.045;9.045
2021-06;RER;C;RER C;92.793;12.876
2021-06;RER;E;RER E;91.71;11.063
2021-06;Transilien;N;Paris Montparnasse;92.274;11.944
2021-07;RER;A;RER A;88.621;7.788
2021-07;RER;B;RER B;85.101;5.712
2021-07;Transilien;J;Paris Saint-Lazare Nord;93.669;14.796
2021-07;Transilien;L;Paris Saint-Lazare Sud;96.63;28.672
2021-08;RER;C;RER C;95.165;19.683
2021-08;Transilien;R;Paris Sud Est;91.475;10.73
2021-09;Transilien;J;Paris Saint-Lazare Nord;93.138;13.574
2021-09;Transilien;P;Paris Est;91.338;10.544
2021-10;RER;B;RER B;80.334;4.085
2021-10;RER;C;RER C;88.074;7.385
2021-11;RER;A;RER A;86.061;6.174
2021-11;RER;B;RER B;81.05;4.277
2021-11;Transilien;U;La Verrière - La Défense;93.681;14.826
2021-12;RER;A;RER A;88.986;8.079
2021-12;RER;C;RER C;90.559;9.592
2021-12;RER;E;RER E;95.654;22.01
2021-12;Transilien;J;Paris Saint-Lazare Nord;94.681;17.801
2021-12;Transilien;K;Paris Nord Crépy;96.982;32.139
2022-02;Transilien;P;Paris Est;89.869;8.87
2022-03;RER;A;RER A;91.106;10.244
2022-03;Transilien;J;Paris Saint-Lazare Nord;93.935;15.488
2022-04;Transilien;N;Paris Montparnasse;95.834;23.006
2022-04;Transilien;P;Paris Est;92.119;11.689
2022-05;RER;A;RER A;92.833;12.953
2022-05;RER;E;RER E;93.202;13.71
2022-05;Transilien;L;Paris Saint-Lazare Sud;97.513;39.203
2022-07;RER;B;RER B;73.832;2.821
2022-07;Transilien;H;Paris Nord Ouest;90.854;9.934
2022-07;Transilien;J;Paris Saint-Lazare Nord;91.76;11.136
2022-07;Transilien;R;Paris Sud Est;88.765;7.901
2022-08;RER;C;RER C;91.924;11.382
2022-08;Transilien;J;Paris Saint-Lazare Nord;94.934;18.739
2022-09;RER;B;RER B;82.464;4.702
2022-09;RER;D;RER D;83.811;5.177
2022-09;Transilien;U;La Verrière - La Défense;73.98;2.843
2022-10;RER;A;RER A;87.265;6.853
2022-10;RER;E;RER E;92.028;11.544
2022-10;Transilien;K;Paris Nord Crépy;95.005;19.02
